train_sub\0119_3img2041_s001.JPG train_labels_sub\0119_3img2041_s001.png
train_sub\DJI_00550_s010.JPG train_labels_sub\DJI_00550_s010.png
train_sub\DJI_0312_s001.JPG train_labels_sub\DJI_0312_s001.png
train_sub\DJI_0403_s011.JPG train_labels_sub\DJI_0403_s011.png
train_sub\0119_4img3031_s005.JPG train_labels_sub\0119_4img3031_s005.png
train_sub\DJI_0508_s009.JPG train_labels_sub\DJI_0508_s009.png
train_sub\0119_4img3031_s012.JPG train_labels_sub\0119_4img3031_s012.png
train_sub\DJI_0011_s007.JPG train_labels_sub\DJI_0011_s007.png
train_sub\001201_s008.JPG train_labels_sub\001201_s008.png
train_sub\DJI_0538_s007.JPG train_labels_sub\DJI_0538_s007.png
train_sub\0119_4img1011_s006.JPG train_labels_sub\0119_4img1011_s006.png
train_sub\000321_s001.JPG train_labels_sub\000321_s001.png
train_sub\001201_s011.JPG train_labels_sub\001201_s011.png
train_sub\0119_3img3041_s004.JPG train_labels_sub\0119_3img3041_s004.png
train_sub\DJI_0285_s002.JPG train_labels_sub\DJI_0285_s002.png
train_sub\000101_s011.JPG train_labels_sub\000101_s011.png
train_sub\DJI_0613_s002.JPG train_labels_sub\DJI_0613_s002.png
train_sub\DJI_00555_s010.JPG train_labels_sub\DJI_00555_s010.png
train_sub\DJI_00527_s005.JPG train_labels_sub\DJI_00527_s005.png
train_sub\DJI_0517_s002.JPG train_labels_sub\DJI_0517_s002.png
train_sub\DJI_0285_s003.JPG train_labels_sub\DJI_0285_s003.png
train_sub\DJI_0431_heda_s012.JPG train_labels_sub\DJI_0431_heda_s012.png
train_sub\000121_s005.JPG train_labels_sub\000121_s005.png
train_sub\DJI_0412_s009.JPG train_labels_sub\DJI_0412_s009.png
train_sub\0119_4img1011_s005.JPG train_labels_sub\0119_4img1011_s005.png
train_sub\DJI_0119_s009.JPG train_labels_sub\DJI_0119_s009.png
train_sub\DJI_0535_s011.JPG train_labels_sub\DJI_0535_s011.png
train_sub\DJI_0309_s003.JPG train_labels_sub\DJI_0309_s003.png
train_sub\DJI_0499_s002.JPG train_labels_sub\DJI_0499_s002.png
train_sub\DJI_0021_s011.JPG train_labels_sub\DJI_0021_s011.png
train_sub\0119_3img2011_s012.JPG train_labels_sub\0119_3img2011_s012.png
train_sub\DJI_0369_heda_s006.JPG train_labels_sub\DJI_0369_heda_s006.png
train_sub\001221_s012.JPG train_labels_sub\001221_s012.png
train_sub\0119_5img2011_s011.JPG train_labels_sub\0119_5img2011_s011.png
train_sub\DJI_0412_s004.JPG train_labels_sub\DJI_0412_s004.png
train_sub\DJI_0391_s001.JPG train_labels_sub\DJI_0391_s001.png
train_sub\DJI_00576_s003.JPG train_labels_sub\DJI_00576_s003.png
train_sub\DJI_00586_s006.JPG train_labels_sub\DJI_00586_s006.png
train_sub\DJI_0369_heda_s003.JPG train_labels_sub\DJI_0369_heda_s003.png
train_sub\DJI_0385_s003.JPG train_labels_sub\DJI_0385_s003.png
train_sub\DJI_0319_s008.JPG train_labels_sub\DJI_0319_s008.png
train_sub\DJI_0119_s006.JPG train_labels_sub\DJI_0119_s006.png
train_sub\000101_s006.JPG train_labels_sub\000101_s006.png
train_sub\DJI_0508_s005.JPG train_labels_sub\DJI_0508_s005.png
train_sub\DJI_00555_s007.JPG train_labels_sub\DJI_00555_s007.png
train_sub\DJI_0288_s004.JPG train_labels_sub\DJI_0288_s004.png
train_sub\001301_s010.JPG train_labels_sub\001301_s010.png
train_sub\DJI_0412_s007.JPG train_labels_sub\DJI_0412_s007.png
train_sub\DJI_0517_s008.JPG train_labels_sub\DJI_0517_s008.png
train_sub\DJI_0412_s005.JPG train_labels_sub\DJI_0412_s005.png
train_sub\DJI_0613_s008.JPG train_labels_sub\DJI_0613_s008.png
train_sub\0119_3img2011_s002.JPG train_labels_sub\0119_3img2011_s002.png
train_sub\DJI_0389_heda_s005.JPG train_labels_sub\DJI_0389_heda_s005.png
train_sub\DJI_0021_s004.JPG train_labels_sub\DJI_0021_s004.png
train_sub\0119_5img1011_s007.JPG train_labels_sub\0119_5img1011_s007.png
train_sub\001321_s010.JPG train_labels_sub\001321_s010.png
train_sub\DJI_0667_s008.JPG train_labels_sub\DJI_0667_s008.png
train_sub\DJI_0294_s001.JPG train_labels_sub\DJI_0294_s001.png
train_sub\001541_s007.JPG train_labels_sub\001541_s007.png
train_sub\0119_5img1011_s005.JPG train_labels_sub\0119_5img1011_s005.png
train_sub\DJI_0294_s003.JPG train_labels_sub\DJI_0294_s003.png
train_sub\DJI_0011_s006.JPG train_labels_sub\DJI_0011_s006.png
train_sub\DJI_0369_heda_s012.JPG train_labels_sub\DJI_0369_heda_s012.png
train_sub\DJI_00550_s009.JPG train_labels_sub\DJI_00550_s009.png
train_sub\DJI_0647_s012.JPG train_labels_sub\DJI_0647_s012.png
train_sub\DJI_0047_s002.JPG train_labels_sub\DJI_0047_s002.png
train_sub\DJI_0391_s008.JPG train_labels_sub\DJI_0391_s008.png
train_sub\DJI_0385_s009.JPG train_labels_sub\DJI_0385_s009.png
train_sub\DJI_0394_s012.JPG train_labels_sub\DJI_0394_s012.png
train_sub\DJI_0496_s002.JPG train_labels_sub\DJI_0496_s002.png
train_sub\0119_3img3041_s012.JPG train_labels_sub\0119_3img3041_s012.png
train_sub\DJI_0616_s009.JPG train_labels_sub\DJI_0616_s009.png
train_sub\0119_5img3021_s001.JPG train_labels_sub\0119_5img3021_s001.png
train_sub\DJI_0041_s004.JPG train_labels_sub\DJI_0041_s004.png
train_sub\DJI_0496_s010.JPG train_labels_sub\DJI_0496_s010.png
train_sub\0119_3img3041_s010.JPG train_labels_sub\0119_3img3041_s010.png
train_sub\DJI_0535_s003.JPG train_labels_sub\DJI_0535_s003.png
train_sub\000001_s003.JPG train_labels_sub\000001_s003.png
train_sub\DJI_00571_s012.JPG train_labels_sub\DJI_00571_s012.png
train_sub\DJI_0538_s005.JPG train_labels_sub\DJI_0538_s005.png
train_sub\DJI_0403_s007.JPG train_labels_sub\DJI_0403_s007.png
train_sub\000201_s009.JPG train_labels_sub\000201_s009.png
train_sub\DJI_0613_s009.JPG train_labels_sub\DJI_0613_s009.png
train_sub\DJI_00576_s010.JPG train_labels_sub\DJI_00576_s010.png
train_sub\DJI_00555_s002.JPG train_labels_sub\DJI_00555_s002.png
train_sub\DJI_0499_s010.JPG train_labels_sub\DJI_0499_s010.png
train_sub\001521_s007.JPG train_labels_sub\001521_s007.png
train_sub\DJI_0508_s007.JPG train_labels_sub\DJI_0508_s007.png
train_sub\DJI_0517_s004.JPG train_labels_sub\DJI_0517_s004.png
train_sub\DJI_0389_heda_s004.JPG train_labels_sub\DJI_0389_heda_s004.png
train_sub\DJI_0294_s011.JPG train_labels_sub\DJI_0294_s011.png
train_sub\DJI_0288_s008.JPG train_labels_sub\DJI_0288_s008.png
train_sub\001321_s007.JPG train_labels_sub\001321_s007.png
train_sub\000221_s005.JPG train_labels_sub\000221_s005.png
train_sub\DJI_00530_s006.JPG train_labels_sub\DJI_00530_s006.png
train_sub\001301_s011.JPG train_labels_sub\001301_s011.png
train_sub\000221_s002.JPG train_labels_sub\000221_s002.png
train_sub\DJI_00566_s011.JPG train_labels_sub\DJI_00566_s011.png
train_sub\DJI_0508_s011.JPG train_labels_sub\DJI_0508_s011.png
train_sub\DJI_0514_s005.JPG train_labels_sub\DJI_0514_s005.png
train_sub\DJI_0505_s012.JPG train_labels_sub\DJI_0505_s012.png
train_sub\000021_s011.JPG train_labels_sub\000021_s011.png
train_sub\0119_3img2021_s009.JPG train_labels_sub\0119_3img2021_s009.png
train_sub\001441_s012.JPG train_labels_sub\001441_s012.png
train_sub\DJI_0502_s003.JPG train_labels_sub\DJI_0502_s003.png
train_sub\DJI_0517_s003.JPG train_labels_sub\DJI_0517_s003.png
train_sub\DJI_0409_s006.JPG train_labels_sub\DJI_0409_s006.png
train_sub\DJI_00576_s011.JPG train_labels_sub\DJI_00576_s011.png
train_sub\001541_s006.JPG train_labels_sub\001541_s006.png
train_sub\DJI_0519_heda_s010.JPG train_labels_sub\DJI_0519_heda_s010.png
train_sub\DJI_0548_heda_s003.JPG train_labels_sub\DJI_0548_heda_s003.png
train_sub\DJI_0300_s010.JPG train_labels_sub\DJI_0300_s010.png
train_sub\001521_s009.JPG train_labels_sub\001521_s009.png
train_sub\DJI_0535_s007.JPG train_labels_sub\DJI_0535_s007.png
train_sub\0119_5img2001_s007.JPG train_labels_sub\0119_5img2001_s007.png
train_sub\DJI_0300_s006.JPG train_labels_sub\DJI_0300_s006.png
train_sub\DJI_0119_s012.JPG train_labels_sub\DJI_0119_s012.png
train_sub\000201_s010.JPG train_labels_sub\000201_s010.png
train_sub\DJI_0001_s009.JPG train_labels_sub\DJI_0001_s009.png
train_sub\0119_4img3031_s011.JPG train_labels_sub\0119_4img3031_s011.png
train_sub\DJI_00539_s007.JPG train_labels_sub\DJI_00539_s007.png
train_sub\DJI_00527_s002.JPG train_labels_sub\DJI_00527_s002.png
train_sub\001321_s006.JPG train_labels_sub\001321_s006.png
train_sub\DJI_0400_s005.JPG train_labels_sub\DJI_0400_s005.png
train_sub\000041_s006.JPG train_labels_sub\000041_s006.png
train_sub\000001_s007.JPG train_labels_sub\000001_s007.png
train_sub\001221_s002.JPG train_labels_sub\001221_s002.png
train_sub\001201_s010.JPG train_labels_sub\001201_s010.png
train_sub\DJI_00571_s001.JPG train_labels_sub\DJI_00571_s001.png
train_sub\DJI_0548_heda_s009.JPG train_labels_sub\DJI_0548_heda_s009.png
train_sub\DJI_0391_s011.JPG train_labels_sub\DJI_0391_s011.png
train_sub\DJI_0379_s004.JPG train_labels_sub\DJI_0379_s004.png
train_sub\000021_s001.JPG train_labels_sub\000021_s001.png
train_sub\DJI_0412_s001.JPG train_labels_sub\DJI_0412_s001.png
train_sub\DJI_0369_heda_s001.JPG train_labels_sub\DJI_0369_heda_s001.png
train_sub\DJI_0312_s004.JPG train_labels_sub\DJI_0312_s004.png
train_sub\DJI_0309_s008.JPG train_labels_sub\DJI_0309_s008.png
train_sub\DJI_0687_s002.JPG train_labels_sub\DJI_0687_s002.png
train_sub\000341_s010.JPG train_labels_sub\000341_s010.png
train_sub\000141_s010.JPG train_labels_sub\000141_s010.png
train_sub\000321_s006.JPG train_labels_sub\000321_s006.png
train_sub\0119_5img2001_s004.JPG train_labels_sub\0119_5img2001_s004.png
